OBJECTID,GEOID,TRACTCE,HUD_QCT,spa,sup_dist,Shape__Area,Shape__Length
1137,06037237710,237710,Yes,SPA 6 - South,District 2,4653115.33300781,9397.90901525515
1138,06037239330,239330,Yes,SPA 6 - South,District 2,10543713.9462891,13439.6673056477
1139,06037240700,240700,No,SPA 6 - South,District 2,12857907.5654297,15031.6461232876
1140,06037240800,240800,Yes,SPA 6 - South,District 2,6872449.43359375,13530.582867624
1141,06037240900,240900,Yes,SPA 6 - South,District 2,11522212.4824219,14267.4699669784
1142,06037241110,241110,Yes,SPA 6 - South,District 2,5238307.22265625,10529.9830786973
1143,06037241120,241120,Yes,SPA 6 - South,District 2,7144247.90136719,11601.9598916146
1144,06037241400,241400,Yes,SPA 6 - South,District 2,6195531.51171875,11029.8514452944
1145,06037262302,262302,No,SPA 5 - West,District 3,32974910.2539063,32417.7476017016
1146,06037229200,229200,Yes,SPA 6 - South,District 2,4797268.25488281,8927.11460836094
1147,06037229300,229300,Yes,SPA 6 - South,District 2,5413557.88671875,9545.17204139352
1148,06037229410,229410,Yes,SPA 6 - South,District 2,5838700.42675781,9706.99013629617
1149,06037229420,229420,Yes,SPA 6 - South,District 2,6287881.44042969,10052.1105426281
1150,06037231100,231100,Yes,SPA 6 - South,District 2,9623608.18261719,12919.9545913141
1151,06037231210,231210,Yes,SPA 6 - South,District 2,3451788.94824219,7922.6447074455
1152,06037231220,231220,Yes,SPA 6 - South,District 2,10389154.2099609,13177.4646767095
1153,06037231300,231300,Yes,SPA 6 - South,District 2,7076805.20605469,10643.7581093234
1154,06037231400,231400,No,SPA 6 - South,District 2,6684775.25097656,10350.6337994663
1155,06037231600,231600,Yes,SPA 6 - South,District 2,10275994.5273438,13096.4194123302
1156,06037231710,231710,Yes,SPA 6 - South,District 2,3485223.42675781,7941.54871724913
1157,06037240010,240010,Yes,SPA 6 - South,District 2,6334028.80371094,12212.8368841106
1158,06037240200,240200,Yes,SPA 6 - South,District 2,8038890.13769531,11289.1186549115
1159,06037240300,240300,Yes,SPA 6 - South,District 2,8757019.12304688,11999.6272676584
1160,06037240500,240500,Yes,SPA 6 - South,District 2,8746291.42675781,12263.8117917457
1161,06037270200,270200,No,SPA 5 - West,District 3,8225812.21875,14331.1939936548
1162,06037270300,270300,No,SPA 4 - Metro,District 2,10511306.6777344,13672.0513788107
1163,06037271100,271100,No,SPA 5 - West,District 3,8658188.23339844,14154.497356486
1164,06037271200,271200,No,SPA 5 - West,District 3,5645328.39453125,13688.4966818095
1165,06037271300,271300,No,SPA 5 - West,District 3,15742717.4023438,19362.7557329335
1166,06037271400,271400,No,SPA 5 - West,District 3,12368283.8984375,14507.9322443687
1167,06037231800,231800,Yes,SPA 6 - South,District 2,5600044.98144531,9533.13487131229
1168,06037231900,231900,Yes,SPA 6 - South,District 2,6123051.69433594,10087.4795164533
1169,06037232110,232110,Yes,SPA 6 - South,District 2,4090675.07714844,8787.834136781
1170,06037232200,232200,Yes,SPA 6 - South,District 2,5629115.33886719,10868.6418332075
1171,06037242700,242700,Yes,SPA 6 - South,District 2,10928154.0048828,14365.6502740864
1172,06037243000,243000,Yes,SPA 6 - South,District 2,7721799.39453125,11101.437002941
1173,06037242100,242100,Yes,SPA 6 - South,District 2,4947449.74316406,9051.88850933652
1174,06037242200,242200,Yes,SPA 6 - South,District 2,8753872.40820313,12926.529574084
1175,06037243100,243100,Yes,SPA 6 - South,District 2,6534175.68066406,10679.286153112
1176,06037261200,261200,No,SPA 5 - West,District 3,81700611.0419922,59606.1093132521
1177,06037311801,311801,No,SPA 2 - San Fernando,District 5,6510190.4921875,12075.9723893466
1178,06037204920,204920,Yes,SPA 4 - Metro,District 1,9794921.05664063,12795.9481680628
1179,06037205110,205110,Yes,SPA 4 - Metro,District 1,3088819.34960938,9229.48190000546
1180,06037205120,205120,Yes,SPA 4 - Metro,District 1,15781304.2763672,20062.4973900943
1181,06037206010,206010,Yes,SPA 4 - Metro,District 1,15485647.8222656,21066.3708223486
1182,06037206020,206020,No,SPA 4 - Metro,District 1,9402533.02734375,12029.068454871
1183,06037206050,206050,Yes,SPA 4 - Metro,District 1,18707984.2460938,25458.8697229609
1184,06037207400,207400,No,SPA 4 - Metro,District 1,9358165.87109375,15170.8717902609
1185,06037192410,192410,No,SPA 4 - Metro,District 3,7361266.34667969,10853.9412468796
1186,06037192510,192510,No,SPA 4 - Metro,District 3,3667715.25488281,8117.7783354076
1187,06037192520,192520,No,SPA 4 - Metro,District 3,3313098.5,7806.6812467635
1188,06037192610,192610,Yes,SPA 4 - Metro,District 3,4471291.14355469,9148.65687396613
1189,06037192700,192700,No,SPA 4 - Metro,District 1,5717693.24023438,9614.0530759228
1190,06037194500,194500,No,SPA 4 - Metro,District 3,7376766.36230469,14978.227816105
1191,06037195100,195100,No,SPA 4 - Metro,District 1,20400834.5419922,21728.6727464397
1192,06037195300,195300,No,SPA 4 - Metro,District 1,6246653.32128906,11071.7029681309
1193,06037137501,137501,No,SPA 2 - San Fernando,District 3,27063405.6103516,24228.6463786956
1194,06037137502,137502,No,SPA 2 - San Fernando,District 3,22497691.046875,19258.4265640422
1195,06037195500,195500,No,SPA 4 - Metro,District 1,13080062.5458984,19969.4339471987
1196,06037195600,195600,No,SPA 4 - Metro,District 1,5678700.8046875,11167.7870601996
1197,06037195710,195710,Yes,SPA 4 - Metro,District 1,5203229.69335938,9761.83535081643
1198,06037195720,195720,No,SPA 4 - Metro,District 1,3110543.15039063,8346.4818670108
1199,06037195802,195802,No,SPA 4 - Metro,District 1,4332620.78808594,9935.90876999144
1200,06037920030,920030,No,SPA 2 - San Fernando,District 5,28175241.4882813,23646.7547586098
1201,06037271600,271600,No,SPA 5 - West,District 3,9746218.88378906,12575.7924964106
1202,06037910201,910201,No,SPA 1 - Antelope Valley,District 5,156759331.927734,57597.434804874
1203,06037910202,910202,No,SPA 1 - Antelope Valley,District 5,219046590.379883,66570.6808837283
1204,06037920028,920028,No,SPA 2 - San Fernando,District 5,28167929.2529297,30059.5032903392
1205,06037920035,920035,No,SPA 2 - San Fernando,District 5,26548831.6845703,20241.1058918196
1206,06037920036,920036,No,SPA 2 - San Fernando,District 5,13155032.6533203,17256.7090789023
1207,06037920037,920037,No,SPA 2 - San Fernando,District 5,10036878.0068359,17902.07918302
1208,06037920038,920038,No,SPA 2 - San Fernando,District 5,10689439.1416016,19846.962012647
1209,06037920041,920041,No,SPA 2 - San Fernando,District 5,19471477.7226563,21199.0222686178
1210,06037920108,920108,No,SPA 2 - San Fernando,District 5,29996542.125,28200.6159004834
1211,06037920109,920109,No,SPA 2 - San Fernando,District 5,24315332.7304688,27357.6840076872
1212,06037703200,703200,No,SPA 6 - South,District 2,22673956.2226563,22823.0045392554
1213,06037800324,800324,No,SPA 2 - San Fernando,District 3,38612611.0771484,32111.2756624676
1214,06037800325,800325,No,SPA 2 - San Fernando,District 3,24868218.6503906,25116.7727193643
1215,06037900300,900300,No,SPA 1 - Antelope Valley,District 5,633384711.65332,124709.598859498
1216,06037900607,900607,Yes,SPA 1 - Antelope Valley,District 5,18438328.9052734,20160.4228829564
1217,06037900703,900703,Yes,SPA 1 - Antelope Valley,District 5,27968912.5722656,21130.1826635918
1218,06037900705,900705,No,SPA 1 - Antelope Valley,District 5,56834643.0136719,31928.3214028404
1219,06037900803,900803,No,SPA 1 - Antelope Valley,District 5,28446614.9580078,21356.4801461746
1220,06037920039,920039,No,SPA 2 - San Fernando,District 5,11226689.0058594,17515.6326934403
1221,06037920110,920110,No,SPA 2 - San Fernando,District 5,11341635.6904297,17025.2320237702
1222,06037900501,900501,No,SPA 1 - Antelope Valley,District 5,33556917.8916016,23285.5616974641
1223,06037900504,900504,No,SPA 1 - Antelope Valley,District 5,113810815.451172,64094.4089181463
1224,06037910301,910301,No,SPA 1 - Antelope Valley,District 5,42485569.7744141,27749.5866166167
1225,06037910302,910302,No,SPA 1 - Antelope Valley,District 5,44601633.8496094,30489.8042735371
1226,06037910401,910401,No,SPA 1 - Antelope Valley,District 5,105434700.304688,41989.7736994347
1227,06037920111,920111,No,SPA 2 - San Fernando,District 5,12646525.8574219,19603.855126219
1228,06037920112,920112,No,SPA 2 - San Fernando,District 5,18603776.2402344,17646.7208084187
1229,06037920200,920200,No,SPA 2 - San Fernando,District 5,122198856.111328,65880.3152195969
1230,06037920313,920313,No,SPA 2 - San Fernando,District 5,31473028.9980469,25095.431719463
1231,06037920322,920322,No,SPA 2 - San Fernando,District 5,11246046.4140625,15179.518143697
1232,06037101110,101110,No,SPA 2 - San Fernando,District 5,12295621.3515625,15083.8542873721
1233,06037101210,101210,Yes,SPA 2 - San Fernando,District 5,7003370.52734375,12066.7706399761
1234,06037101220,101220,No,SPA 2 - San Fernando,District 5,7522092.63378906,12698.7838102185
1235,06037113301,113301,No,SPA 2 - San Fernando,District 3,24277358.8388672,22643.9125608517
1236,06037113303,113303,No,SPA 2 - San Fernando,District 3,44072752.2265625,31016.5496324413
1237,06037113321,113321,No,SPA 2 - San Fernando,District 3,11283742.9619141,13666.2375740884
1238,06037113322,113322,No,SPA 2 - San Fernando,District 3,19228249.2460938,20121.4754224904
1239,06037113401,113401,No,SPA 2 - San Fernando,District 3,26389082.5234375,20702.8535644948
1240,06037113421,113421,No,SPA 2 - San Fernando,District 3,23735832.0419922,21648.137648503
1241,06037106020,106020,No,SPA 2 - San Fernando,District 3,21718323.7714844,23226.0291990226
1242,06037106111,106111,No,SPA 2 - San Fernando,District 3,41178053.4433594,35472.7936042698
1243,06037113422,113422,No,SPA 2 - San Fernando,District 3,16464519.8974609,18198.2270613737
1244,06037115101,115101,No,SPA 2 - San Fernando,District 3,41786252.0537109,26402.1763265625
1245,06037115201,115201,No,SPA 2 - San Fernando,District 3,14804988.6611328,18161.9960099839
1246,06037115202,115202,No,SPA 2 - San Fernando,District 3,18742318.7949219,18760.6301553651
1247,06037115301,115301,No,SPA 2 - San Fernando,District 3,17664625.8554688,21878.4707218553
1248,06037115401,115401,No,SPA 2 - San Fernando,District 3,20505429.328125,20433.0941376851
1249,06037137000,137000,No,SPA 2 - San Fernando,District 3,32399367.0039063,32738.1273136651
1250,06037407501,407501,No,SPA 3 - San Gabriel,District 1,12185546.9228516,17052.1848089963
1251,06037132300,132300,No,SPA 2 - San Fernando,District 3,13761831.3623047,15787.5004958334
1252,06037132700,132700,No,SPA 2 - San Fernando,District 3,14222014.8105469,15692.7242065842
1253,06037132900,132900,No,SPA 2 - San Fernando,District 3,12852276.7197266,18197.0142079188
1254,06037133000,133000,No,SPA 2 - San Fernando,District 3,10787218.859375,14158.0107359599
1255,06037133100,133100,No,SPA 2 - San Fernando,District 3,16360493.7285156,16956.2822504729
1256,06037134103,134103,No,SPA 2 - San Fernando,District 3,11307062.9169922,17436.7934762498
1257,06037134104,134104,No,SPA 2 - San Fernando,District 3,6974297.42773438,10562.5443777477
1258,06037134201,134201,No,SPA 2 - San Fernando,District 3,15786714.0322266,16455.9507152668
1259,06037141303,141303,No,SPA 2 - San Fernando,District 3,2828156.85058594,7096.50912779019
1260,06037186202,186202,No,SPA 4 - Metro,District 1,4394286.67871094,11049.8744788224
1261,06037188202,188202,No,SPA 4 - Metro,District 5,8166621.109375,11753.7165490919
1262,06037189905,189905,No,SPA 4 - Metro,District 3,2780937.6640625,6976.50622786965
1263,06037602504,602504,No,SPA 8 - South Bay,District 2,3460232.65820313,7905.66229376839
1264,06037241002,241002,No,SPA 6 - South,District 2,7614286.29882813,13017.1695805759
1265,06037262604,262604,No,SPA 5 - West,District 3,64647106.3447266,54533.465011122
1266,06037262802,262802,No,SPA 5 - West,District 3,36709583.9160156,40433.2992054419
1267,06037267403,267403,No,SPA 5 - West,District 3,2642649.0390625,7831.86121073909
1268,06037980003,980003,No,SPA 1 - Antelope Valley,District 5,2077800537.29883,272703.596221238
1269,06037980007,980007,No,SPA 8 - South Bay,District 4,29121003.3056641,24145.1828923903
1270,06037980009,980009,No,SPA 4 - Metro,District 5,228928416.638672,81127.1661621833
1271,06037296901,296901,Yes,SPA 8 - South Bay,District 4,6645893.78125,11354.5896772486
1272,06037123902,123902,No,SPA 2 - San Fernando,District 5,7151226.42675781,11695.197217989
1273,06037134522,134522,Yes,SPA 2 - San Fernando,District 3,6622638.69824219,10276.041126526
1274,06037192001,192001,No,SPA 4 - Metro,District 3,5713104.82910156,11592.717776373
1275,06037211122,211122,Yes,SPA 4 - Metro,District 2,3934708.21875,8274.05149371747
1276,06037104822,104822,No,SPA 2 - San Fernando,District 3,6504668.796875,13769.4332839139
1277,06037650604,650604,No,SPA 8 - South Bay,District 4,5548335.74609375,9489.82469678834
1278,06037901210,901210,No,SPA 1 - Antelope Valley,District 5,248389289.092773,100370.437884826
1279,06037910101,910101,Yes,SPA 1 - Antelope Valley,District 5,659509779.229492,138506.510903107
1280,06037269602,269602,No,SPA 5 - West,District 3,3127881.91210938,7326.2644319278
1281,06037271901,271901,No,SPA 5 - West,District 3,7084576.93066406,10708.1856570728
1282,06037302003,302003,No,SPA 2 - San Fernando,District 5,2552854.12792969,6617.57834142569
1283,06037115103,115103,No,SPA 2 - San Fernando,District 3,16345329.9091797,22256.5317322198
1284,06037125401,125401,No,SPA 2 - San Fernando,District 5,4281459.26464844,10111.9843733429
1285,06037127605,127605,Yes,SPA 2 - San Fernando,District 3,6981198.87792969,10568.6410586677
1286,06037400404,400404,No,SPA 3 - San Gabriel,District 5,173910988.879883,70672.4895806624
1287,06037117102,117102,No,SPA 2 - San Fernando,District 3,11180076.8193359,13727.9865356418
1288,06037119341,119341,No,SPA 2 - San Fernando,District 3,3512711.1796875,8359.54226201368
1289,06037120106,120106,Yes,SPA 2 - San Fernando,District 3,2220341.08007813,6072.52820832696
1290,06037122121,122121,No,SPA 2 - San Fernando,District 3,4433980.59179688,12008.0444924721
1291,06037124204,124204,Yes,SPA 2 - San Fernando,District 5,3491073.75878906,7925.26419238158
1292,06037128801,128801,No,SPA 2 - San Fernando,District 3,5296822.22070313,9461.71861854498
1293,06037134903,134903,No,SPA 2 - San Fernando,District 3,6095027.65625,10483.1769497874
1294,06037139503,139503,No,SPA 2 - San Fernando,District 3,3785612.87597656,8106.37757962325
1295,06037139504,139504,No,SPA 2 - San Fernando,District 3,3111394.61035156,8102.19464690443
1296,06037191902,191902,No,SPA 4 - Metro,District 3,7817628.45117188,11569.8120312783
1297,06037194102,194102,No,SPA 4 - Metro,District 3,37710234.8720703,38288.1553929988
1298,06037195803,195803,No,SPA 4 - Metro,District 1,4062125.00097656,9006.74440959736
1299,06037102105,102105,No,SPA 2 - San Fernando,District 5,5303654.19628906,9962.25112647048
1300,06037104124,104124,No,SPA 2 - San Fernando,District 5,48221678.2041016,39589.7121911512
1301,06037104821,104821,No,SPA 2 - San Fernando,District 3,5723796.18261719,11302.2410366629
1302,06037106408,106408,No,SPA 2 - San Fernando,District 3,2465456.70605469,6295.67878405799
1303,06037115104,115104,Yes,SPA 2 - San Fernando,District 3,10980140.7382813,20303.8024591707
1304,06037119201,119201,No,SPA 2 - San Fernando,District 3,10248130.9140625,12948.1074410128
1305,06037125501,125501,No,SPA 2 - San Fernando,District 5,4995201.97167969,9227.60363387911
1306,06037920339,920339,No,SPA 2 - San Fernando,District 5,365364988.888672,87207.1816605896
1307,06037930101,930101,No,SPA 3 - San Gabriel,District 5,1676307552.75,351785.744129808
1308,06037800204,800204,No,SPA 2 - San Fernando,District 3,86628059.9521484,58746.06170302
1309,06037571703,571703,No,SPA 8 - South Bay,District 4,4278800.19824219,9704.9890008228
1310,06037901209,901209,No,SPA 1 - Antelope Valley,District 5,6418046524.49805,567274.684728586
1311,06037901213,901213,No,SPA 1 - Antelope Valley,District 5,668697133.592773,139684.574697929
1312,06037910001,910001,Yes,SPA 1 - Antelope Valley,District 5,792794497.967773,123065.148769133
1313,06037920011,920011,No,SPA 2 - San Fernando,District 5,1757337521.16699,248313.171390334
1314,06037920012,920012,No,SPA 2 - San Fernando,District 5,778144860.551758,167395.310549519
1315,06037134422,134422,No,SPA 2 - San Fernando,District 3,25274220.3544922,25532.2056564162
1316,06037134520,134520,No,SPA 2 - San Fernando,District 3,10410480.7724609,13162.398281199
1317,06037134901,134901,No,SPA 2 - San Fernando,District 3,11430800.7753906,15182.4449119446
1318,06037135102,135102,No,SPA 2 - San Fernando,District 3,17957992.3417969,18952.7247074841
1319,06037135111,135111,No,SPA 2 - San Fernando,District 3,11190548.4980469,13450.5211049596
1320,06037910404,910404,No,SPA 1 - Antelope Valley,District 5,27724821.8378906,20703.4489751713
1321,06037910602,910602,Yes,SPA 1 - Antelope Valley,District 5,21530790.2050781,21298.2172692143
1322,06037910603,910603,No,SPA 1 - Antelope Valley,District 5,28310493.1884766,21245.7439395386
1323,06037135203,135203,No,SPA 2 - San Fernando,District 3,48449664.7949219,33415.4290412087
1324,06037910705,910705,No,SPA 1 - Antelope Valley,District 5,61811674.6308594,30952.7841028166
1325,06037135202,135202,No,SPA 2 - San Fernando,District 3,18971410.1386719,17817.5530495011
1326,06037910707,910707,No,SPA 1 - Antelope Valley,District 5,72311493.2158203,35064.6114896859
1327,06037533402,533402,Yes,SPA 7 - East,District 4,5227309.40722656,9807.48357176998
1328,06037533501,533501,Yes,SPA 7 - East,District 4,4545068.57128906,8907.20864750791
1329,06037576503,576503,No,SPA 8 - South Bay,District 4,3356437.59570313,7911.51439917528
1330,06037920015,920015,No,SPA 2 - San Fernando,District 5,63081882.2041016,38691.6833063812
1331,06037920016,920016,No,SPA 2 - San Fernando,District 5,22800444.4707031,21890.2820718429
1332,06037920017,920017,No,SPA 2 - San Fernando,District 5,22354788.9326172,20513.9150501279
1333,06037920018,920018,No,SPA 2 - San Fernando,District 5,10412819.6162109,13125.238725291
1334,06037920023,920023,No,SPA 2 - San Fernando,District 5,14454407.8447266,20785.60658689
1335,06037134710,134710,Yes,SPA 2 - San Fernando,District 3,6141778.73242188,9944.81241149784
1336,06037134800,134800,No,SPA 2 - San Fernando,District 3,20174641.8447266,18585.3803028014
1337,06037700901,700901,No,SPA 5 - West,District 3,11357889.359375,18945.8771190806
1338,06037700902,700902,No,SPA 5 - West,District 3,10273223.6464844,12943.3694402752
1339,06037701000,701000,No,SPA 5 - West,District 3,15318959.2080078,18940.7847286144
1340,06037701201,701201,No,SPA 5 - West,District 3,20903331.7158203,18461.2513495379
1341,06037701202,701202,No,SPA 5 - West,District 3,4356378.67675781,9141.42532197721
1342,06037702400,702400,No,SPA 5 - West,District 2,21512361.9628906,24246.6351210772
1343,06037900602,900602,Yes,SPA 1 - Antelope Valley,District 5,55348327.1904297,31565.522930033
1344,06037134302,134302,No,SPA 2 - San Fernando,District 3,14066022.3720703,15260.7808573119
1345,06037134303,134303,No,SPA 2 - San Fernando,District 3,17059177.7773438,17236.4565151357
1346,06037134304,134304,No,SPA 2 - San Fernando,District 3,10983172.2949219,13572.0927666139
1347,06037134421,134421,No,SPA 2 - San Fernando,District 3,22974724.3759766,19313.3315897538
1348,06037920029,920029,No,SPA 2 - San Fernando,District 5,24109766.9423828,27480.8372623825
1349,06037920031,920031,No,SPA 2 - San Fernando,District 5,68467253.9892578,48513.4752800355
1350,06037701302,701302,No,SPA 5 - West,District 3,4909289.984375,9926.76677645543
1351,06037701501,701501,No,SPA 5 - West,District 3,6646394.93066406,12368.1106484147
1352,06037701502,701502,No,SPA 5 - West,District 3,6568032.05859375,12372.1555766944
1353,06037701601,701601,No,SPA 5 - West,District 3,13266407.3447266,16352.95580774
1354,06037701602,701602,No,SPA 5 - West,District 3,7110015.77539063,13129.8541861084
1355,06037701701,701701,No,SPA 5 - West,District 3,7066995.92578125,13121.9046220341
1356,06037702501,702501,No,SPA 5 - West,District 2,14464966.2148438,16130.3095076749
1357,06037702502,702502,No,SPA 5 - West,District 2,19538286.8115234,25975.9774818385
1358,06037702600,702600,No,SPA 5 - West,District 2,23398949.8066406,24162.5385318437
1359,06037702700,702700,No,SPA 5 - West,District 2,14542216.4951172,17600.4888257316
1360,06037702802,702802,No,SPA 5 - West,District 2,6566532.84960938,15448.8735630833
1361,06037702803,702803,No,SPA 5 - West,District 2,9120687.59960938,27442.5566500948
1362,06037900605,900605,Yes,SPA 1 - Antelope Valley,District 5,56682089.2851563,31890.0031647333
1363,06037900606,900606,Yes,SPA 1 - Antelope Valley,District 5,18758482.5576172,20787.8109468855
1364,06037701702,701702,No,SPA 5 - West,District 3,6533599.43847656,12326.4458614348
1365,06037701801,701801,No,SPA 5 - West,District 3,20444827.6972656,19303.7204995742
1366,06037701802,701802,No,SPA 5 - West,District 3,13441697.9511719,15298.9502085916
1367,06037702201,702201,No,SPA 5 - West,District 3,12961164.3154297,15231.6518923442
1368,06037702901,702901,No,SPA 5 - West,District 2,40556624.1171875,26015.4574592867
1369,06037703001,703001,No,SPA 5 - West,District 2,51096385.0117188,42781.3002453995
1370,06037703002,703002,No,SPA 5 - West,District 2,34980705.3955078,28029.6139758768
1371,06037703100,703100,No,SPA 6 - South,District 2,28677375.9775391,26781.1612017371
1372,06037402304,402304,Yes,SPA 3 - San Gabriel,District 1,7506213.95117188,14825.4554145973
1373,06037208301,208301,Yes,SPA 4 - Metro,District 1,1000535.28320313,5183.16153819549
1374,06037219901,219901,Yes,SPA 6 - South,District 2,5649851.875,10076.126203629
1375,06037551401,551401,No,SPA 7 - East,District 4,7878125.56933594,11758.0861608961
1376,06037651401,651401,No,SPA 8 - South Bay,District 4,10823800.6328125,22282.4731026292
1377,06037670324,670324,No,SPA 8 - South Bay,District 4,57382406.7050781,47706.1689871216
1378,06037670602,670602,No,SPA 8 - South Bay,District 4,231464363.508789,103480.986909184
1379,06037407602,407602,No,SPA 3 - San Gabriel,District 1,10060120.0410156,13487.2719744739
1380,06037189904,189904,No,SPA 4 - Metro,District 3,1717884.15136719,5282.07854394666
1381,06037190201,190201,Yes,SPA 4 - Metro,District 3,2441732.82226563,6951.86166664776
1382,06037188100,188100,No,SPA 4 - Metro,District 1,22750682.0283203,25984.6501244007
1383,06037188300,188300,No,SPA 4 - Metro,District 1,9933262.07421875,12689.0294094181
1384,06037189300,189300,No,SPA 4 - Metro,District 5,20450343.3603516,25805.7445047327
1385,06037189500,189500,No,SPA 4 - Metro,District 5,6374694.21777344,13013.3430690363
1386,06037189902,189902,No,SPA 4 - Metro,District 3,3928962.69921875,8586.31251258523
1387,06037190100,190100,No,SPA 4 - Metro,District 3,6464671.44140625,11009.1966282594
1388,06037199120,199120,Yes,SPA 4 - Metro,District 1,10353364.7763672,16463.9917915215
1389,06037199201,199201,Yes,SPA 4 - Metro,District 1,4253708.5859375,8935.66056431229
1390,06037199202,199202,No,SPA 4 - Metro,District 1,10272996.2011719,18301.5728520092
1391,06037199300,199300,No,SPA 4 - Metro,District 1,27892046.6816406,31628.1003131793
1392,06037199400,199400,No,SPA 4 - Metro,District 1,7503405.875,16929.5365290071
1393,06037199700,199700,Yes,SPA 4 - Metro,District 1,10447074.6611328,13865.2251105736
1394,06037199800,199800,Yes,SPA 4 - Metro,District 1,7009961.78222656,10760.5523985958
1395,06037199900,199900,Yes,SPA 4 - Metro,District 1,4768480.09960938,10157.8099669405
1396,06037201110,201110,No,SPA 4 - Metro,District 1,10913298.0214844,16183.4286223695
1397,06037127104,127104,Yes,SPA 2 - San Fernando,District 3,7618187.61523438,11271.0613944149
1398,06037127804,127804,No,SPA 2 - San Fernando,District 3,6868550.54296875,10483.5685768818
1399,06037128102,128102,Yes,SPA 2 - San Fernando,District 3,6983261.68359375,10570.6971360741
1400,06037132001,132001,No,SPA 2 - San Fernando,District 3,10425781.1064453,13176.7236051981
1401,06037134001,134001,No,SPA 2 - San Fernando,District 3,6280518.71777344,12140.6624699485
1402,06037208802,208802,Yes,SPA 4 - Metro,District 1,2276467.58984375,7699.4836416055
1403,06037211921,211921,No,SPA 4 - Metro,District 2,997421.588867188,4152.1325735024
1404,06037215102,215102,No,SPA 4 - Metro,District 2,2773747.77539063,8165.78604576523
1405,06037217002,217002,No,SPA 5 - West,District 3,8302513.96191406,11538.6567852492
1406,06037221303,221303,Yes,SPA 4 - Metro,District 2,2518370.87988281,6486.09399021374
1407,06037920102,920102,No,SPA 2 - San Fernando,District 5,6758948669.33105,433373.954796622
1408,06037920115,920115,No,SPA 2 - San Fernando,District 5,38748970.7548828,34812.1011472792
1409,06037201120,201120,No,SPA 4 - Metro,District 1,8526541.92382813,13916.4125336265
1410,06037201501,201501,No,SPA 4 - Metro,District 1,9566161.625,14427.9738118469
1411,06037201503,201503,Yes,SPA 4 - Metro,District 1,4729129.09570313,9203.94794121773
1412,06037201504,201504,Yes,SPA 4 - Metro,District 1,3964702.95800781,9633.74630161675
1413,06037201700,201700,No,SPA 4 - Metro,District 1,18241832.0185547,21283.1745896941
1414,06037203100,203100,Yes,SPA 4 - Metro,District 1,7076573.72558594,11835.7114626533
1415,06037203300,203300,Yes,SPA 4 - Metro,District 1,16058051.3457031,15611.025193486
1416,06037203500,203500,Yes,SPA 4 - Metro,District 1,17841970.7617188,18793.6793821514
1417,06037203600,203600,Yes,SPA 4 - Metro,District 1,5956721.89453125,10682.1394081949
1418,06037203710,203710,Yes,SPA 4 - Metro,District 1,3036174.99023438,7623.78207956169
1419,06037203720,203720,Yes,SPA 4 - Metro,District 1,3455623.08300781,7965.72103815256
1420,06037575801,575801,Yes,SPA 8 - South Bay,District 4,4695994.75292969,8615.54580489607
1421,06037651221,651221,No,SPA 8 - South Bay,District 4,7494941.23339844,11370.4207506518
1422,06037554600,554600,No,SPA 7 - East,District 4,11373738.4160156,14557.5209299916
1423,06037620201,620201,No,SPA 8 - South Bay,District 2,4513050.22363281,10982.9561785862
1424,06037189201,189201,No,SPA 4 - Metro,District 5,3505709.45605469,7950.84190482215
1425,06037211803,211803,No,SPA 4 - Metro,District 2,1501836.625,4915.85668411055
1426,06037211922,211922,No,SPA 4 - Metro,District 2,999882.185546875,4155.33850207398
1427,06037212501,212501,No,SPA 4 - Metro,District 2,856756.822265625,3804.12990576073
1428,06037241201,241201,Yes,SPA 6 - South,District 2,5230416.25585938,10180.3749695294
1429,06037702002,702002,No,SPA 5 - West,District 3,13639524.4492188,15569.5322345206
1430,06037267901,267901,No,SPA 5 - West,District 3,12051542.5351563,15177.3970437041
1431,06037269906,269906,No,SPA 5 - West,District 3,2238833.95117188,7462.52317272444
1432,06037601501,601501,Yes,SPA 8 - South Bay,District 2,5092858.12792969,10545.4175901422
1433,06037203900,203900,Yes,SPA 4 - Metro,District 1,4831505.33886719,12501.6735835744
1434,06037204110,204110,No,SPA 4 - Metro,District 1,6499078.05566406,10204.6581913576
1435,06037204120,204120,No,SPA 4 - Metro,District 1,2835215.82226563,6976.74417579459
1436,06037204300,204300,Yes,SPA 4 - Metro,District 1,6926289.59179688,10888.0022795064
1437,06037204600,204600,Yes,SPA 4 - Metro,District 1,6269663.16308594,12240.5469782101
1438,06037204700,204700,No,SPA 4 - Metro,District 1,10882957.1123047,13337.0801852834
1439,06037204810,204810,Yes,SPA 4 - Metro,District 1,8285023.796875,12180.9033456122
1440,06037204820,204820,Yes,SPA 4 - Metro,District 1,3445972.39746094,8346.72019718145
1441,06037204910,204910,Yes,SPA 4 - Metro,District 1,5579346.58398438,9619.43138991475
1442,06037137201,137201,No,SPA 2 - San Fernando,District 3,21464042.7714844,19182.7922618331
1443,06037137301,137301,No,SPA 2 - San Fernando,District 3,17325461.9248047,20267.8726127063
1444,06037137302,137302,No,SPA 2 - San Fernando,District 3,26336487.734375,25068.051555894
1445,06037137401,137401,No,SPA 2 - San Fernando,District 3,25590865.9667969,26377.214751617
1446,06037141302,141302,No,SPA 2 - San Fernando,District 3,13726531.8984375,17038.8070578706
